Date,Gold,Silver,Copper,oil,USD,GBP_USD,Heng_sang,N225,digital
12/30/2016,,16.24,2.498,56.82,102.29,1.2338,22000.56,19114.37,0
12/29/2016,1145.9,16.06,2.479,56.14,102.71,1.2263,21790.91,19145.14,0
12/28/2016,1134.6,15.85,2.495,56.22,103.24,1.2226,21754.74,19401.72,0
12/23/2016,,15.74,2.473,55.16,103,1.2292,21574.76,19396.64,1
12/22/2016,1131.35,15.77,2.494,55.05,103.1,1.2283,21636.2,19427.67,0
12/21/2016,1133.65,16.03,2.491,54.46,103.03,1.2354,21809.8,19444.49,1
12/20/2016,1125.7,15.8,2.499,55.35,103.29,1.2367,21729.06,19494.53,0
12/19/2016,1136.25,16,2.497,54.92,102.9,1.24,21832.68,19391.6,1
12/16/2016,1131.6,16.05,2.561,55.21,102.95,1.2497,22020.75,19401.15,0
12/15/2016,1126.95,16.14,2.596,54.02,103.05,1.2419,22059.4,19273.79,0
12/14/2016,1162.25,17.11,2.6,53.9,101.77,1.2565,22456.62,19253.61,1
12/13/2016,1158.55,17.01,2.593,55.72,101.11,1.2658,22446.7,19250.52,0
12/12/2016,1156.1,16.86,2.613,55.69,101.05,1.268,22433.02,19155.03,0
12/9/2016,1163.6,16.95,2.642,54.33,101.62,1.2576,22760.98,18996.37,1
12/8/2016,1171.05,17.13,2.62,53.89,101.12,1.2586,22861.84,18765.47,1
12/7/2016,1177.65,16.77,2.637,53,100.27,1.2622,22800.92,18496.69,1
12/6/2016,1172.5,16.79,2.672,53.93,100.53,1.2677,22675.15,18360.54,0
12/5/2016,1162.2,16.62,2.689,54.94,100.11,1.2733,22505.55,18274.99,0
12/2/2016,1173.5,16.35,2.615,54.46,100.86,1.2729,22564.82,18426.08,1
12/1/2016,1161.85,16.3,2.631,53.94,101.1,1.2593,22878.23,18513.12,0
11/30/2016,1178.1,16.67,2.622,50.47,101.54,1.2505,22789.77,18308.48,1
11/29/2016,1186.55,16.54,2.595,46.38,100.95,1.249,22737.07,18307.04,1
11/28/2016,1187,16.68,2.656,48.24,101.37,1.2415,22830.57,18356.89,1
11/25/2016,1187.7,16.465,2.667,47.24,101.55,1.2476,22723.45,18381.22,1
11/24/2016,1186.1,16.31,2.658,49,101.76,1.2452,22608.49,18333.41,0
11/23/2016,1185.35,16.56,2.606,48.95,101.76,1.244,22676.69,,0
11/22/2016,1212.25,16.76,2.542,49.12,101.11,1.2424,22678.07,18162.94,1
11/21/2016,1214.25,16.68,2.513,48.9,101.11,1.2493,22357.78,18106.02,1
11/18/2016,1211,16.51,2.464,46.86,101.28,1.2346,22344.21,17967.41,0
11/17/2016,1226.75,17.04,2.487,46.49,100.95,1.2416,22262.88,17862.63,1
11/16/2016,1229.2,16.95,2.465,46.63,100.44,1.2443,22280.53,17862.21,1
11/15/2016,1226.95,17,2.502,46.95,100.25,1.2456,22323.91,17668.15,0
11/14/2016,1213.6,17.195,2.518,44.43,100.12,1.2487,22222.22,17672.62,0
11/11/2016,1236.45,18.59,2.506,44.75,99.05,1.2602,22531.09,17374.79,1
11/10/2016,1267.5,18.75,2.55,45.84,98.77,1.2555,22839.11,17344.42,1
11/9/2016,1281.4,18.81,2.459,46.36,98.53,1.2406,22415.19,16251.54,1
11/8/2016,1282.35,18.26,2.379,46.04,97.86,1.2381,22909.47,17171.38,1
11/7/2016,1283.05,18.22,2.307,46.15,97.79,1.2398,22801.4,17177.21,1
11/4/2016,1302.8,18.3,2.261,45.58,97.09,1.2519,22642.62,16905.36,1
11/3/2016,1301,18.07,2.244,46.35,97.2,1.2462,22683.51,,0
11/2/2016,1303.75,18.54,2.226,46.86,97.41,1.2303,22810.5,17134.68,1
11/1/2016,1288.45,18.24,2.224,48.14,97.7,1.2243,23147.07,17442.4,0
10/31/2016,1272,17.76,2.2,48.3,98.42,1.2244,22934.54,17425.02,0
10/28/2016,1273,17.61,2.188,49.71,98.34,1.2185,22954.81,17446.41,1
10/27/2016,1266.25,17.66,2.166,50.47,98.88,1.2163,23132.35,17336.42,0
10/26/2016,1270.5,17.66,2.139,49.98,98.61,1.2248,23325.43,17391.84,1
10/25/2016,1269.4,17.73,2.132,50.79,98.68,1.2188,23565.11,17365.25,0
10/24/2016,1265.55,17.64,2.087,51.46,98.75,1.2239,23604.08,17234.42,0
10/21/2016,1266.05,17.51,2.083,51.78,98.69,1.2235,,17184.59,1
10/20/2016,1271.65,17.6,2.091,51.38,98.31,1.2252,23374.4,17235.5,1
10/19/2016,1269.05,17.69,2.097,52.67,97.94,1.2286,23304.97,16998.91,0
10/18/2016,1258.2,17.65,2.098,51.68,97.9,1.2297,23394.39,16963.61,0
10/17/2016,1254.8,17.4,2.099,51.52,97.88,1.2184,23037.54,16900.12,0
10/14/2016,1251.75,17.47,2.103,51.95,98,1.2187,23233.31,16856.37,0
10/13/2016,1261.05,17.59,2.115,52.03,97.52,1.2255,23031.3,16774.24,1
10/12/2016,1256.5,17.44,2.17,51.81,97.96,1.2208,23407.05,16840,0
10/11/2016,1253.45,17.48,2.179,52.41,97.69,1.2123,23549.52,17024.76,0
10/10/2016,1259.5,17.78,2.191,53.14,96.93,1.2363,,,1
10/7/2016,1258.75,17.33,2.156,51.93,96.65,1.2434,23851.82,16860.09,0
10/6/2016,1254.5,17.76,2.148,52.51,96.77,1.2616,23952.5,16899.1,0
10/5/2016,1269.4,17.8,2.156,51.86,96.11,1.2749,23788.31,16819.24,1
10/4/2016,1283.3,18.74,2.159,50.87,96.12,1.2728,23689.44,16735.65,1
10/3/2016,1313.3,19.18,2.183,50.89,95.59,1.2843,23584.43,16598.67,1
9/30/2016,1322.5,19.35,2.202,49.06,95.39,1.2976,23297.15,16449.84,1
9/29/2016,1318.1,19.01,2.181,49.24,95.47,1.297,23739.47,16693.71,0
9/28/2016,1322.5,19.12,2.179,48.69,95.34,1.3019,23619.65,16465.4,1
9/27/2016,1327,19.42,2.162,45.97,95.31,1.3022,23571.9,16683.93,1
9/26/2016,1340.5,19.44,2.19,47.35,95.21,1.2975,23317.92,16544.56,1
9/23/2016,1338.65,19.82,2.192,45.89,95.39,1.2974,23686.48,16754.02,0
9/22/2016,1339.1,19.875,2.188,47.65,95.38,1.3078,23759.8,,1
9/21/2016,1326.1,19.43,2.145,46.83,95.67,1.3027,23669.9,16807.62,0
9/20/2016,1313.8,19.17,2.155,45.88,95.98,1.2989,23530.86,16492.15,0
9/19/2016,1314.85,19.12,2.149,45.95,95.77,1.3027,23550.45,,1
9/16/2016,1308.35,18.91,2.151,45.77,96.11,1.3001,,16519.29,0
9/15/2016,1310.8,18.96,2.152,46.59,95.28,1.3238,23335.59,16405.01,1
9/14/2016,1321.75,19.04,2.148,45.85,95.32,1.3235,23190.64,16614.24,1
9/13/2016,1323.65,19.16,2.095,47.1,95.64,1.3195,23215.76,16729.04,1
9/12/2016,1324.6,18.72,2.096,48.32,95.09,1.3338,23290.6,16672.92,1
9/9/2016,1330.85,19.41,2.088,48.01,95.33,1.3267,24099.7,16965.76,1
9/8/2016,1343.4,19.93,2.096,49.99,95.05,1.3296,23919.34,16958.77,1
9/7/2016,1348.35,19.92,2.093,47.98,94.95,1.3338,23741.81,17012.44,1
9/6/2016,1337.25,19.6,2.084,47.26,94.82,1.3439,23787.68,17081.98,0
9/5/2016,1326.35,19.46,2.082,47.63,95.84,1.3304,23649.55,17037.63,0
9/2/2016,1324.7,18.75,2.071,46.83,95.84,1.3293,23266.7,16925.68,0
9/1/2016,1309.5,18.65,2.068,45.45,95.66,1.3268,23162.34,16926.84,0
8/31/2016,1309.25,18.74,2.07,47.04,96.01,1.3138,22976.88,16887.4,0
8/30/2016,1318.15,18.78,2.069,48.37,96.04,1.3083,23016.11,16725.36,1
8/26/2016,1318.75,18.67,2.075,49.92,95.54,1.3139,22909.54,16360.71,1
8/25/2016,1321.3,18.5,2.075,49.67,94.74,1.3191,22814.95,16555.95,1
8/24/2016,1327.25,18.84,2.076,49.05,94.75,1.3233,22820.78,16597.3,1
8/23/2016,1342,18.98,2.115,49.96,94.49,1.3196,22998.93,16497.36,1
8/22/2016,1335.9,18.91,2.14,49.16,94.5,1.3139,22997.91,16598.19,0
8/19/2016,1346.4,19.415,2.167,50.88,94.48,1.3075,22937.22,16545.82,1
8/18/2016,1350.05,19.78,2.167,50.89,94.14,1.3168,23023.16,16486.01,1
8/17/2016,1343.35,19.57,2.152,49.85,94.69,1.3042,22799.78,16745.64,0
8/16/2016,1344,20.035,2.172,49.23,94.76,1.3045,22910.84,16596.51,1
8/15/2016,1339.4,19.9,2.151,48.35,95.59,1.288,22932.51,16869.56,0
8/12/2016,1352.2,19.87,2.14,46.97,95.68,1.2923,22766.91,16919.92,1
8/11/2016,1355,20.21,2.19,46.04,95.84,1.2955,22580.55,,1
8/10/2016,1347.7,20.335,2.171,44.05,95.61,1.3011,22492.43,16735.12,0
8/9/2016,1341,19.7,2.15,44.98,96.13,1.3002,22465.61,16764.97,0
8/8/2016,1336.8,19.66,2.164,45.39,96.34,1.3039,22494.76,16650.57,0
8/5/2016,1340.4,20.22,2.153,44.27,96.14,1.3073,22146.09,16254.45,1
8/4/2016,1362.75,20.16,2.174,44.29,95.72,1.3108,21832.23,16254.89,1
8/3/2016,1358.9,20.59,2.196,43.1,95.53,1.3328,21739.12,16083.11,0
8/2/2016,1363.75,20.71,2.207,41.8,94.99,1.3357,,16391.45,1
8/1/2016,1349.65,20.51,2.196,42.14,95.68,1.3178,22129.14,16635.77,0
7/29/2016,1342,20.04,2.22,42.46,95.49,1.3231,21891.37,16569.27,0
7/28/2016,1341.75,20.41,2.206,42.7,96.72,1.3165,22174.34,16476.84,0
7/27/2016,1329,19.58,2.185,43.47,97.04,1.3221,22218.99,16664.82,0
7/26/2016,1323,19.68,2.225,44.87,97.17,1.3132,22129.73,16383.04,0
7/25/2016,1313.15,19.41,2.216,44.72,97.33,1.3141,21993.44,16620.29,0
7/22/2016,1320.75,19.7,2.234,45.69,97.52,1.3111,21964.27,16627.25,1
7/21/2016,1321.15,19.34,2.256,46.2,97.05,1.3234,22000.49,16810.22,1
7/20/2016,1315.9,19.7,2.252,47.17,97.26,1.321,21882.48,16681.89,0
7/19/2016,1330.9,19.99,2.261,46.66,97.11,1.3111,21673.2,16723.31,1
7/18/2016,1334.7,19.72,2.234,46.96,96.59,1.3256,21803.18,,1
7/15/2016,1327,20.14,2.231,47.61,96.56,1.3193,21659.25,16497.85,0
7/14/2016,1323.6,20.25,2.241,47.37,96.1,1.3342,21561.06,16385.89,0
7/13/2016,1342.75,20.29,2.238,46.26,96.21,1.3147,21322.37,16231.43,1
7/12/2016,1342.4,20.35,2.211,48.47,96.49,1.3243,21224.74,16095.65,0
7/11/2016,1357.1,20.47,2.147,46.25,96.59,1.2994,20880.5,15708.82,1
7/8/2016,1354.25,19.72,2.119,46.76,96.33,1.2956,20564.17,15106.98,0
7/7/2016,1356.7,19.95,2.123,46.4,96.38,1.291,20706.92,15276.24,1
7/6/2016,1366.25,20.43,2.151,48.8,96.13,1.2931,20495.29,15378.99,1
7/5/2016,1350.75,19.73,2.182,47.96,96.26,1.3023,20750.72,15669.33,0
7/4/2016,1350.75,20.36,2.216,50.1,95.71,1.329,21059.2,15775.8,1
7/1/2016,1340,19.24,2.215,50.35,95.71,1.3262,,15682.48,0
6/30/2016,1320.75,18.36,2.195,49.68,96.2,1.3311,20794.37,15575.92,0
6/29/2016,1321.5,18.21,2.183,50.61,95.81,1.3426,20436.12,15566.83,1
6/28/2016,1309.7,17.57,2.17,48.58,96.33,1.3342,20172.46,15323.14,0
6/27/2016,1324.55,17.7,2.127,47.16,96.7,1.3219,20227.3,15309.21,1
6/24/2016,1315.5,18.04,2.112,48.41,95.57,1.368,20259.13,14952.02,0
6/23/2016,1262.15,17.29,2.163,50.91,93.53,1.4879,20868.34,16238.35,0
6/22/2016,1264.85,17.2,2.135,49.88,93.76,1.4708,20795.12,16065.72,1
6/21/2016,1272.6,17.36,2.116,50.62,94.06,1.4647,20668.44,16169.11,1
6/20/2016,1281.8,17.335,2.094,50.65,93.68,1.4699,20510.2,15965.3,1
6/17/2016,1290.7,17.37,2.053,49.17,94.34,1.4358,20169.98,15599.66,1
6/16/2016,1310.75,17.71,2.05,47.19,94.71,1.4203,20038.42,15434.14,1
6/15/2016,1283.3,17.41,2.094,48.97,94.68,1.4205,20467.52,15919.58,0
6/14/2016,1287.15,17.25,2.045,49.83,95.04,1.4117,20387.53,15859,1
6/13/2016,1280.8,17.32,2.058,50.35,94.4,1.4272,20512.99,16019.18,0
6/10/2016,1275.5,17.32,2.031,50.54,94.56,1.4258,21042.64,16601.36,0
6/9/2016,1263.9,17.05,2.04,51.95,93.95,1.4459,,16668.41,0
6/8/2016,1263,16.75,2.062,52.51,93.58,1.4502,21297.88,16830.92,0
6/7/2016,1241,16.31,2.051,51.44,93.83,1.4544,21328.24,16675.45,0
6/6/2016,1244,16.4,2.117,50.55,93.89,1.4442,21030.22,16580.03,1
6/3/2016,1240.5,16.1,2.112,49.64,94.03,1.452,20947.24,16642.23,0
6/2/2016,1212.4,15.98,2.07,50.04,95.57,1.4425,20859.22,16562.55,0
6/1/2016,1214.5,15.95,2.072,49.72,95.46,1.4416,20760.98,16955.73,1
5/31/2016,1212.1,16.06,2.098,49.69,95.88,1.4478,20815.09,17234.98,0
5/27/2016,1216.25,16.3,2.114,49.32,95.5,1.4625,20576.77,16834.84,1
5/26/2016,1223.85,16.46,2.107,49.59,95.16,1.467,20397.11,16772.46,1
5/25/2016,1220.6,16.205,2.105,49.74,95.34,1.4696,20368.05,16757.35,0
5/24/2016,1236.85,16.27,2.07,48.61,95.58,1.4636,19830.43,16498.76,1
5/23/2016,1245.9,16.31,2.058,48.35,95.22,1.4485,19809.03,16654.6,1
5/20/2016,1254.2,16.56,2.058,48.72,95.34,1.4501,19852.2,16736.35,1
5/19/2016,1246.25,16.6,2.063,48.81,95.29,1.4612,19694.33,16646.66,0
5/18/2016,1272.9,17.05,2.082,48.93,95.06,1.4596,19826.41,16644.69,1
5/17/2016,1277,17.08,2.092,49.28,94.53,1.4464,20118.8,16652.8,1
5/16/2016,1285.75,17.32,2.091,48.97,94.55,1.4401,19883.95,16466.4,1
5/13/2016,1265.9,17.09,2.075,47.83,94.59,1.4362,19719.29,16412.21,0
5/12/2016,1279.25,17.23,2.073,48.08,94.13,1.445,19915.46,16646.34,1
5/11/2016,1276.85,17.51,2.101,47.6,93.79,1.4448,20055.29,16579.01,0
5/10/2016,1262.8,17.04,2.09,45.52,94.27,1.4441,20242.68,16565.19,0
5/9/2016,1265.25,17.33,2.104,43.63,94.11,1.4407,20156.81,16216.03,1
5/6/2016,1289,17.31,2.151,45.37,93.88,1.443,20109.87,16106.72,1
5/5/2016,1280.25,17.38,2.151,45.01,93.78,1.4486,20449.82,,0
5/4/2016,1283,17.18,2.183,44.62,93.19,1.4492,20525.83,,1
5/3/2016,1294,17.49,2.215,44.97,92.93,1.4534,20676.94,,1
4/29/2016,1285.65,17.855,2.279,48.13,93.05,1.4613,21067.05,,0
4/28/2016,1256,17.35,2.224,48.14,93.73,1.461,21388.03,16666.05,0
4/27/2016,1247.4,17.34,2.22,47.18,94.37,1.4543,21361.6,17290.49,0
4/26/2016,1241.7,16.95,2.248,45.74,94.54,1.4582,21407.27,17353.28,0
4/25/2016,1238.9,16.86,2.259,44.48,94.8,1.4482,21304.44,17439.3,0
4/22/2016,1243.25,17.19,2.269,45.11,95.08,1.4403,21467.04,17572.49,1
4/21/2016,1249.25,17.32,2.252,44.53,94.57,1.4323,21622.25,17363.62,1
4/20/2016,1252,16.97,2.242,45.8,94.47,1.4333,21236.31,16906.54,1
4/19/2016,1255.4,16.62,2.223,44.03,93.95,1.4393,21436.21,16874.44,1
4/18/2016,1234.3,16.2,2.164,42.91,94.46,1.4278,21161.5,16275.95,0
4/15/2016,1227.1,16.17,2.152,43.1,94.69,1.4195,21316.47,16848.03,0
4/14/2016,1233.85,16.13,2.171,43.84,94.91,1.4154,21337.81,16911.05,1
4/13/2016,1245.75,15.98,2.167,44.18,94.76,1.4203,21158.71,16381.22,1
4/12/2016,1254.6,15.96,2.145,44.69,93.94,1.4275,20504.44,15928.79,1
4/11/2016,1254.75,15.56,2.088,42.83,93.94,1.4241,20440.81,15751.13,1
4/8/2016,1239.5,15.16,2.087,41.94,94.25,1.4126,20370.4,15821.52,0
4/7/2016,1242.1,15.22,2.075,39.43,94.5,1.4057,20266.05,15749.84,1
4/6/2016,1221.4,15.07,2.14,39.84,94.44,1.4121,20206.67,15715.36,0
4/5/2016,1231.25,15.19,2.135,37.87,94.64,1.4161,20177,15732.82,1
4/4/2016,1219.75,14.96,2.138,37.69,94.52,1.4263,,16123.27,0
4/1/2016,1213.6,15.38,2.161,38.67,94.62,1.4226,20498.92,16164.16,0
3/31/2016,1237,15.38,2.182,39.6,94.58,1.4362,20776.7,16758.67,1
3/30/2016,1236.25,15.38,2.187,39.26,94.82,1.4378,20803.39,16878.96,0
3/29/2016,1226,15.06,2.208,39.14,95.15,1.4385,20366.3,17103.53,0
3/24/2016,1221,15.28,2.224,40.44,96.17,1.4154,20345.61,16892.33,0
3/23/2016,1217.6,15.58,2.231,40.47,96.06,1.4117,20615.23,17000.98,0
3/22/2016,1252.5,15.89,2.284,41.79,95.64,1.4208,20666.75,17048.55,1
3/21/2016,1244.9,15.81,2.289,41.54,95.3,1.4367,20684.15,,0
3/18/2016,1252.1,15.94,2.28,41.2,95.12,1.4481,20671.63,16724.81,1
3/17/2016,1266.5,15.73,2.289,41.54,94.8,1.4479,20503.81,16936.38,1
3/16/2016,1228.5,15.29,2.232,40.33,95.92,1.426,20257.7,16974.45,0
3/15/2016,1232,15.32,2.231,38.74,96.67,1.4153,20288.77,17117.07,1
3/14/2016,1242.75,15.6,2.237,39.53,96.52,1.4302,20435.34,17233.75,1
3/11/2016,1264.75,15.5,2.239,40.39,96.17,1.4387,20199.6,16938.87,1
3/10/2016,1266.5,15.27,2.217,40.05,96.06,1.428,19984.42,16852.35,1
3/9/2016,1246.4,15.27,2.23,41.07,97.16,1.4218,19996.26,16642.2,0
3/8/2016,1267,15.66,2.219,39.65,97.21,1.4216,20011.58,16783.15,1
3/7/2016,1267.9,15.66,2.28,40.84,97.08,1.4265,20159.72,16911.32,1
3/4/2016,1277.5,15.43,2.271,38.72,97.34,1.4227,20176.7,17014.78,1
3/3/2016,1250.25,14.97,2.204,37.07,97.6,1.4179,19941.76,16960.16,0
3/2/2016,1239.2,14.82,2.178,36.93,98.22,1.4078,20003.49,16746.55,0
3/1/2016,1236.5,14.99,2.142,36.81,98.36,1.3948,19407.46,16085.51,0
2/29/2016,1234.9,14.75,2.128,35.97,98.22,1.3916,19111.93,16026.76,0
2/26/2016,1226.5,15.17,2.118,35.1,98.17,1.387,19364.15,16188.41,0
2/25/2016,1236,15.16,2.065,35.29,97.28,1.3963,18888.75,16140.34,1
2/24/2016,1250.75,15.32,2.095,34.41,97.46,1.3927,19192.45,15915.79,1
2/23/2016,1221.35,15.21,2.104,33.27,97.48,1.4022,19414.78,16052.05,0
2/22/2016,1211,15,2.113,34.69,97.39,1.415,19464.09,16111.05,0
2/19/2016,1231.15,15.37,2.075,33.01,96.6,1.4406,19285.5,15967.17,1
2/18/2016,1210.1,15.25,2.071,34.28,96.96,1.4337,19363.08,16196.8,0
2/17/2016,1210,15.25,2.074,34.5,96.8,1.4297,18924.57,15836.36,0
2/16/2016,1209.5,15.35,2.049,32.18,96.88,1.4305,19122.08,16054.43,0
2/15/2016,1208.2,15.26,2.062,33.39,95.98,1.4435,18918.14,16022.58,0
2/12/2016,1239.75,15.64,2.027,33.36,95.98,1.4507,18319.58,14952.61,1
2/11/2016,1241,15.65,2.004,30.06,95.62,1.4477,18545.8,,1
2/10/2016,1190,15.12,2.025,30.84,95.94,1.4522,,15713.39,0
2/9/2016,1191,15.34,2.038,30.32,96.09,1.4473,,16085.44,1
2/8/2016,1193.25,14.94,2.088,32.88,96.58,1.4432,,17004.3,1
2/5/2016,1150.35,14.91,2.1,34.06,97.05,1.4503,19288.17,16819.59,0
2/4/2016,1156.35,14.74,2.128,34.46,96.49,1.4589,19183.09,17044.99,1
2/3/2016,1132,14.41,2.092,35.04,97.3,1.4604,18991.59,17191.25,0
2/2/2016,1128.5,14.26,2.052,32.72,98.89,1.441,19446.84,17750.68,0
2/1/2016,1126.5,14.33,2.051,34.24,99.03,1.4433,19595.5,17865.23,0
1/29/2016,1111.8,14.08,2.064,34.74,99.65,1.4247,19683.11,17518.3,0
1/28/2016,1114,13.58,2.049,33.89,98.54,1.4362,19195.83,17041.45,1
1/27/2016,1116.25,14.38,2.063,33.1,98.95,1.4233,19052.45,17163.92,1
1/26/2016,1113.6,14.33,2.034,31.8,99.13,1.4352,18860.8,16708.9,0
1/25/2016,1106.6,14.22,1.996,30.5,99.41,1.4249,19340.14,17110.91,0
1/22/2016,1096.25,14.17,1.998,32.18,99.65,1.4265,19080.51,16958.53,0
1/21/2016,1096.5,14.01,1.993,29.25,99.13,1.4218,18542.15,16017.26,1
1/20/2016,1101.75,14.05,1.956,27.88,99.17,1.4191,18886.3,16416.19,1
1/19/2016,1086.25,14.03,1.974,28.76,99.04,1.4158,19635.81,17048.37,0
1/18/2016,1089.2,13.88,1.964,28.55,99.02,1.4244,19237.45,16955.57,1
1/15/2016,1093.75,13.8,1.94,28.94,99.02,1.4258,19520.77,17147.11,1
1/14/2016,1088.4,14.02,1.971,31.03,99.16,1.4414,19817.41,17240.95,0
1/13/2016,1088.15,13.83,1.95,30.31,98.98,1.4407,19934.88,17715.63,0
1/12/2016,1085.4,13.88,1.953,30.86,99.02,1.4444,19711.76,17218.96,0
1/11/2016,1100.75,13.97,1.968,31.55,98.78,1.4544,19888.5,,1
1/8/2016,1101.85,14.04,2.017,33.55,98.6,1.452,20453.71,17697.96,1
1/7/2016,1106.35,14.03,2.015,33.75,98.27,1.4618,20333.34,17767.34,1
1/6/2016,1091.4,14.005,2.08,34.23,99.27,1.4627,20980.81,18191.32,0
1/5/2016,1077,14.01,2.088,36.42,99.5,1.4672,21188.72,18374,0
1/4/2016,1082.25,14,2.071,37.22,98.97,1.4717,21327.12,18450.98,1
12/31/2015,,13.82,2.126,37.28,98.75,1.4739,21914.4,19033.71,1
12/30/2015,1060,13.82,2.137,36.46,98.35,1.4816,21882.15,18982.23,0
12/29/2015,1070.1,13.93,2.125,37.79,98.17,1.4812,21999.62,18873.35,1
12/24/2015,,14.2,2.111,37.89,98.02,1.4917,22138.13,18769.06,1
12/23/2015,1068.25,14.33,2.111,37.36,98.37,1.4872,22040.59,18789.69,0
12/22/2015,1074.9,14.24,2.097,36.11,98.24,1.4825,21830.02,18886.7,1
12/21/2015,1078.75,14.2,2.129,36.35,98.37,1.4885,21791.68,18916.02,1
12/18/2015,1062.5,13.82,2.103,36.88,98.73,1.4894,21755.56,18986.8,0
12/17/2015,1049.4,14.08,2.034,37.06,99.32,1.4901,21872.06,19353.56,0
12/16/2015,1075.25,13.74,2.061,37.19,97.88,1.5004,21701.21,19049.91,1
12/15/2015,1061.5,13.74,2.051,38.45,98.29,1.5035,21274.37,18565.9,0
12/14/2015,1068.25,13.71,2.104,37.92,97.47,1.5142,21309.85,18883.42,1
12/11/2015,1072.5,13.92,2.108,37.93,97.55,1.5217,21464.05,19230.48,1
12/10/2015,1071,14.17,2.065,39.73,97.96,1.5159,21704.61,19046.55,0
12/9/2015,1081,14.27,2.06,40.11,97.33,1.5181,21803.76,19301.07,1
12/8/2015,1072.1,14.24,2.048,40.26,98.47,1.5008,21905.13,19492.6,0
12/7/2015,1075.8,14.49,2.045,40.73,98.67,1.5053,22203.22,19698.15,1
12/4/2015,1079.25,14.13,2.074,43,98.34,1.5112,22235.89,19504.48,1
12/3/2015,1055.45,13.93,2.056,43.84,97.63,1.5146,22417.01,19939.9,0
12/2/2015,1055.4,14.14,2.029,42.49,100.02,1.4951,22479.69,19938.13,0
12/1/2015,1065.4,14.21,2.067,44.44,99.84,1.5081,22381.35,20012.4,1
11/30/2015,1061.9,14.08,2.045,44.61,100.21,1.5056,21996.42,19747.47,0
11/27/2015,1057.4,14.11,2.05,44.86,100.07,1.5037,22068.32,19883.94,0
11/26/2015,1071,14.29,2.086,45.46,99.83,1.5102,22488.94,19944.41,1
11/25/2015,1068,14.07,2.045,46.17,99.83,1.5128,22498,19847.58,0
11/24/2015,1076.4,14.14,2.054,46.12,99.59,1.5087,22587.63,19924.89,1
11/23/2015,1070.5,13.98,2.019,44.83,99.86,1.5125,22665.9,,0
11/20/2015,1081.75,14.29,2.054,44.66,99.62,1.5192,22754.72,19879.81,1
11/19/2015,1082.6,14.21,2.076,44.18,99.06,1.529,22500.22,19859.81,1
11/18/2015,1067.75,14.17,2.078,44.14,99.75,1.5237,22188.26,19649.18,0
11/17/2015,1079.2,14.25,2.106,43.57,99.7,1.5214,22264.25,19630.63,1
11/16/2015,1084.75,14.36,2.118,44.56,99.54,1.5199,22010.82,19393.69,1
11/13/2015,1081.5,14.39,2.17,43.61,99.1,1.5233,22396.14,19596.91,0
11/12/2015,1087.4,14.39,2.173,44.06,98.71,1.5231,22888.92,19697.77,1
11/11/2015,1085.9,14.44,2.216,45.81,99.16,1.5212,22352.17,19691.39,0
11/10/2015,1087.1,14.55,2.216,47.44,99.39,1.5117,22401.7,19671.26,1
11/9/2015,1089.6,14.78,2.23,47.19,99.08,1.5115,22726.77,19642.74,1
11/6/2015,1088.9,15.08,2.241,47.42,99.26,1.505,22867.33,19265.6,0
11/5/2015,1106.3,15.02,2.253,47.98,98.05,1.5206,23051.04,19116.41,1
11/4/2015,1114.7,15.26,2.32,48.58,98.03,1.5383,23053.57,18926.91,1
11/3/2015,1123.1,15.38,2.327,50.54,97.24,1.5421,22568.43,,1
11/2/2015,1134,15.4,2.316,48.79,97,1.5416,22370.04,18683.24,1
10/30/2015,1142.35,15.63,2.313,49.56,97.02,1.5429,22640.04,19083.1,1
10/29/2015,1148.6,15.82,2.316,48.8,97.36,1.5311,22819.94,18935.71,1
10/28/2015,1179.6,16.03,2.354,49.05,97.86,1.5261,22956.57,18903.02,1
10/27/2015,1165.7,15.8,2.358,46.81,96.99,1.5296,23142.73,18777.04,0
10/26/2015,1166.4,16.1,2.357,47.54,96.95,1.535,23116.25,18947.12,1
10/23/2015,1161.25,15.98,2.35,47.99,97.24,1.5314,23151.94,18825.3,0
10/22/2015,1167,15.77,2.385,48.08,96.45,1.5394,22845.37,18435.87,1
10/21/2015,1167.1,15.75,2.364,47.85,95.07,1.5419,,18554.28,1
10/20/2015,1177.75,15.86,2.369,48.71,94.94,1.5441,22989.22,18207.15,1
10/19/2015,1175.4,15.86,2.372,48.61,94.95,1.5466,23075.61,18131.23,0
10/16/2015,1180.85,16.04,2.407,50.46,94.59,1.5435,23067.37,18291.8,1
10/15/2015,1184.25,16.18,2.426,48.71,94.43,1.5457,22888.17,18096.9,1
10/14/2015,1173.9,15.84,2.42,49.15,93.96,1.5477,22439.91,17891,0
10/13/2015,1165.2,15.61,2.392,49.24,94.79,1.5249,22600.46,18234.74,0
10/12/2015,1164.9,15.96,2.42,49.86,94.77,1.5345,22730.93,,0
10/9/2015,1151.55,15.99,2.417,52.65,94.88,1.5304,22458.8,18438.67,0
10/8/2015,1140,15.61,2.347,53.05,95.41,1.5349,22354.91,18141.17,0
10/7/2015,1144.6,15.82,2.372,51.33,95.58,1.5318,22515.76,18322.98,1
10/6/2015,1147.5,15.67,2.359,51.92,95.56,1.5227,21831.62,18186.1,1
10/5/2015,1139.75,15.25,2.36,49.25,96.24,1.5144,21854.5,18005.49,0
10/2/2015,1140.75,14.43,2.329,48.13,95.97,1.5182,21506.09,17725.13,1
